fold,date_nyc,model,rows,mae
fold_2,2026-03-02,hist_gradient_boosting_poisson,6288,5.111491876866773
fold_2,2026-03-02,hist_gradient_boosting_absolute,6288,9.01260843502734
fold_2,2026-03-03,previous_hour,6288,6.032442748091603
fold_2,2026-03-03,previous_day_24h,6288,5.721533078880407
fold_2,2026-03-03,previous_week_168h,6288,6.914599236641221
fold_2,2026-03-03,zone_hour_average,6288,6.81621715871118
fold_2,2026-03-03,rolling_mean_24h,6288,13.648589906700593
fold_2,2026-03-03,linear_regression,6288,5.037224009287684
fold_2,2026-03-03,ridge,6288,5.063366958107982
fold_2,2026-03-03,hist_gradient_boosting,6288,3.8992159673355777
fold_2,2026-03-03,hist_gradient_boosting_poisson,6288,3.945610025352873
fold_2,2026-03-03,hist_gradient_boosting_absolute,6288,4.422325850464722
fold_2,2026-03-04,previous_hour,6288,5.682251908396947
fold_2,2026-03-04,previous_day_24h,6288,4.185114503816794
fold_2,2026-03-04,previous_week_168h,6288,4.804389312977099
fold_2,2026-03-04,zone_hour_average,6288,5.714198396639995
fold_2,2026-03-04,rolling_mean_24h,6288,12.55790791984733
fold_2,2026-03-04,linear_regression,6288,4.105251947645368
fold_2,2026-03-04,ridge,6288,4.121963730306467
fold_2,2026-03-04,hist_gradient_boosting,6288,3.30990963348608
fold_2,2026-03-04,hist_gradient_boosting_poisson,6288,3.379503817070856
fold_2,2026-03-04,hist_gradient_boosting_absolute,6288,3.5021762445536053
fold_2,2026-03-05,previous_hour,6288,6.684478371501272
fold_2,2026-03-05,previous_day_24h,6288,5.864821882951654
fold_2,2026-03-05,previous_week_168h,6288,5.6720737913486
fold_2,2026-03-05,zone_hour_average,6288,7.881918896961894
fold_2,2026-03-05,rolling_mean_24h,6288,14.436572307039865
fold_2,2026-03-05,linear_regression,6288,5.036270335165737
fold_2,2026-03-05,ridge,6288,5.047486040779135
fold_2,2026-03-05,hist_gradient_boosting,6288,4.234300358915115
fold_2,2026-03-05,hist_gradient_boosting_poisson,6288,4.286218075645722
fold_2,2026-03-05,hist_gradient_boosting_absolute,6288,4.463521947621815
fold_2,2026-03-06,previous_hour,6288,6.056138676844784
fold_2,2026-03-06,previous_day_24h,6288,6.952290076335878
fold_2,2026-03-06,previous_week_168h,6288,4.2487277353689565
fold_2,2026-03-06,zone_hour_average,6288,4.555602179711211
fold_2,2026-03-06,rolling_mean_24h,6288,12.901465754877012
fold_2,2026-03-06,linear_regression,6288,4.172709430440114
fold_2,2026-03-06,ridge,6288,4.183729622578974
fold_2,2026-03-06,hist_gradient_boosting,6288,3.7483257525929305
fold_2,2026-03-06,hist_gradient_boosting_poisson,6288,3.894343845988845
fold_2,2026-03-06,hist_gradient_boosting_absolute,6288,3.886657709906537
fold_2,2026-03-07,previous_hour,6288,5.7333015267175576
fold_2,2026-03-07,previous_day_24h,6288,8.306933842239186
fold_2,2026-03-07,previous_week_168h,6288,3.9309796437659035
fold_2,2026-03-07,zone_hour_average,6288,7.101334728225882
fold_2,2026-03-07,rolling_mean_24h,6288,12.81396442960136
fold_2,2026-03-07,linear_regression,6288,3.826187725346571
fold_2,2026-03-07,ridge,6288,3.8289916412024314
fold_2,2026-03-07,hist_gradient_boosting,6288,3.581531976454947
fold_2,2026-03-07,hist_gradient_boosting_poisson,6288,3.6600204244529317
fold_2,2026-03-07,hist_gradient_boosting_absolute,6288,4.091402539704623
fold_2,2026-03-08,previous_hour,6026,5.596083637570528
fold_2,2026-03-08,previous_day_24h,6026,8.185529372718221
fold_2,2026-03-08,previous_week_168h,6026,4.766843677397942
fold_2,2026-03-08,zone_hour_average,6026,9.61013719664586
