dimension,value,rows,mae,rmse,r2,smape_pct
zone_id,80,720,2.866343885329771,4.600062092346096,0.7189704178664471,58.494118874142444
zone_id,81,720,0.8076774529064248,1.060940015801823,0.3649682837068702,121.94574569549452
zone_id,82,720,1.5767420400592287,2.0794284901298057,0.08232127522658506,72.41105811597497
zone_id,83,720,0.8626045559789778,1.1371039500833813,0.012321417795986611,121.22489326302203
zone_id,84,720,0.2293652074916316,0.2413539656609103,-13.03891228551581,199.64081026097512
zone_id,85,720,1.2378364349534223,1.8064292387546432,0.26628744359130296,95.78822544654443
zone_id,86,720,1.096239446935349,1.5263107988215008,0.37788831403180534,105.49020853078335
zone_id,87,720,6.958561606009991,10.245707577054672,0.8478173967305904,28.57300194081631
zone_id,88,720,5.000810420195315,7.2067819409004645,0.7726608779151823,43.11088338465585
zone_id,89,720,2.165872212061004,3.0473237340094697,0.5764317318992813,61.594146470023446
zone_id,90,720,10.163762372411396,13.739452621900476,0.9178747693568265,17.571243821491827
zone_id,91,720,1.5050384745621828,2.0586866131226014,0.6431135971114137,80.06410934519286
zone_id,92,720,1.1787167692528953,1.6752316997665282,0.14319663382415004,93.96170357483093
zone_id,93,720,1.260675941959318,2.475973357253052,0.17511196680830265,132.4857249840381
zone_id,94,720,0.6582382356305176,0.8607670934374579,0.1974992219868612,146.9324438699006
zone_id,95,720,1.566617301305938,2.118141591868637,0.28054941852209114,76.8394977160905
zone_id,96,720,0.3051062447591089,0.3655291846203189,-0.174786640972316,191.12057522129814
zone_id,97,720,2.903249346619288,4.1666935655011095,0.4916766685517755,57.39658244975753
zone_id,98,720,0.504408438840892,0.6374701913561246,-0.023203833903417292,173.01065573066884
zone_id,99,720,0.22631585923021547,0.23599190745322188,0.0,200.0
zone_id,100,720,10.877386800609148,14.685572493530252,0.8412357886119749,19.432608698534004
zone_id,101,720,0.5198709560759682,0.6593601404615023,-0.005005034623830618,168.12601022792936
zone_id,102,720,0.7322130703742522,0.9580627831607355,0.20858882700860748,133.69415211891075
zone_id,103,720,0.22604817329269491,0.2356135089940141,0.0,200.0
zone_id,104,720,0.22604817329269491,0.2356135089940141,0.0,200.0
zone_id,105,720,0.22718021937065636,0.23770316763372426,-39.73859443139134,199.91407625657146
zone_id,106,720,1.049484949384801,1.4547392910914,0.21940493387766136,103.98073667176897
zone_id,107,720,12.95658162178142,18.276174447183767,0.9037020445841049,17.185677939697936
zone_id,108,720,0.7423501095423757,0.9992239881432,0.2756076169807483,137.47420152969312
zone_id,109,720,0.24082452417392508,0.27095242423907556,-3.1408386550554876,198.25776824677314
zone_id,110,720,0.22604817329269491,0.2356135089940141,0.0,200.0
zone_id,111,720,0.23770097734969878,0.25657993309876814,-3.0169448042082374,198.6934821385143
zone_id,112,720,2.7688393109361082,4.273648232343274,0.719858924843504,51.49494403824746
zone_id,113,720,10.39773848708,14.768837542650825,0.9159632683538237,21.610711344343486
zone_id,114,720,11.796782968180853,19.766936836285783,0.9512440957177195,22.44810552383848
zone_id,115,720,0.24834369116930818,0.28089490698532976,-0.7346382630416448,196.03714522167016
zone_id,116,720,3.3634818663661967,4.560334109127826,0.6649174890434165,38.04502559231021
zone_id,117,720,1.0916108985888826,1.5427825142797762,0.44871953038788737,106.45643095501178
zone_id,118,720,0.24740675067817305,0.2865940963526215,-1.5111697140639704,198.3570279963603
zone_id,119,720,1.088507978341029,1.5040932596199512,0.24999838649203332,109.31189989441268
zone_id,120,720,0.3211204862333867,0.40032127642712123,-0.12852224065893525,190.67381898683485
zone_id,121,720,0.9142612425573498,1.2623786483282793,0.10188102754201722,121.83850335233019
zone_id,122,720,0.6691455087074164,0.8737390774023763,0.2719690153275318,150.27731090908978
zone_id,123,720,0.849983788208684,1.1497258614872439,0.36231359034651256,130.18067054253274
zone_id,124,720,0.7965879112190758,1.0308110925495142,0.09922705208304117,122.81920847672154
zone_id,125,720,5.653139452272027,7.807802177771511,0.7902078611808231,31.29302774331944
zone_id,126,720,0.8464087021442916,1.1214438634141923,0.15384437533222273,125.20085494311712
zone_id,127,720,1.386234784391919,1.8435956216039886,0.12822148184189275,88.5567073567747
zone_id,128,720,0.42194236436055027,0.5538745134876026,0.03064010290941721,178.697815749465
