fold,model,dimension,value,rows,mean_prediction,positive_prediction_fraction,mae,rmse,r2,smape_pct,delay_hours
fold_1,previous_day_24h,local_hour,14,7336,24.62718102508179,0.6983369683751364,6.329607415485278,18.849335195054728,0.9005836565098446,63.9095470944191,3
fold_1,previous_week_168h,local_hour,14,7336,24.858914940021812,0.7071973827699018,6.432115594329335,19.71341150686056,0.8912600106373525,64.19635124844862,3
fold_1,zone_hour_average,local_hour,14,7336,27.203053435114505,0.9541984732824428,6.1683131753742435,18.339997232316957,0.9058838306677269,81.72259903481586,3
fold_1,rolling_mean_24h,local_hour,14,7336,19.30970556161396,0.9198473282442748,8.385416666666668,25.562767007164606,0.8171556966388218,78.80992447403827,3
fold_1,hist_gradient_boosting,local_hour,14,7336,24.449640240530623,1.0,5.0985444898673915,14.809890479131939,0.9386281231940842,89.98299576731597,3
fold_1,latest_available,local_hour,14,7336,19.123091603053435,0.6812977099236641,7.724918211559433,22.251401387012287,0.8614583209679221,66.8295361797667,3
fold_1,previous_day_24h,local_hour,15,7336,26.106052344601963,0.6928844056706652,6.710468920392585,20.16713831533567,0.9010064040964713,62.97194050643135,3
fold_1,previous_week_168h,local_hour,15,7336,26.54293893129771,0.70092693565976,6.815294438386042,20.86922136108826,0.8939938558922977,62.471722141731846,3
fold_1,zone_hour_average,local_hour,15,7336,29.081818181818182,0.9351145038167938,6.890358877763458,20.781676849680668,0.8948813630025052,79.4688835787232,3
fold_1,rolling_mean_24h,local_hour,15,7336,19.305826290439843,0.9202562704471101,9.4847385041803,29.78322947806151,0.7840952874511523,80.15152591974383,3
fold_1,hist_gradient_boosting,local_hour,15,7336,26.070887387126636,1.0,5.439521493864544,15.807815286820897,0.9391777822813083,91.34329896333196,3
fold_1,latest_available,local_hour,15,7336,20.496455834242095,0.6804798255179935,8.016357688113413,23.235753013459846,0.8685889004260307,65.73301186241984,3
fold_1,previous_day_24h,local_hour,16,7336,27.32129225736096,0.6922028353326063,7.193429661941113,21.01281285913428,0.898020487259823,62.59794267882649,3
fold_1,previous_week_168h,local_hour,16,7336,27.716057797164666,0.6961559432933478,7.1473555070883314,21.54034597928516,0.892835758001751,64.37876955293986,3
fold_1,zone_hour_average,local_hour,16,7336,29.86655100624567,0.9351145038167938,6.975696440963617,20.77394099052641,0.900325897346302,79.49348491529173,3
fold_1,rolling_mean_24h,local_hour,16,7336,19.300277171937473,0.920392584514722,10.325858778625955,30.529294178130176,0.7847326945559556,80.46554314859605,3
fold_1,hist_gradient_boosting,local_hour,16,7336,28.38971527368875,1.0,6.051240377329159,17.191572997841067,0.9317385076796243,89.65182326571157,3
fold_1,latest_available,local_hour,16,7336,21.977508178844058,0.679525627044711,8.054389312977099,22.56315201361572,0.8824171220074609,66.4089385738018,3
fold_1,previous_day_24h,local_hour,17,7336,31.917529989094874,0.6982006543075245,8.445610687022901,24.658786516243115,0.8939480673861753,62.66364057246253,3
fold_1,previous_week_168h,local_hour,17,7336,32.39013086150491,0.6938386041439476,8.632769901853871,24.813788512179148,0.8926106191198638,65.2034301141214,3
fold_1,zone_hour_average,local_hour,17,7336,32.36884108258154,0.9351145038167938,8.137097253891147,23.886926739708432,0.900483351631027,78.89949746644308,3
fold_1,rolling_mean_24h,local_hour,17,7336,19.294165757906217,0.9205288985823337,14.235153126135952,40.26792232688849,0.7171907368819928,83.60270388110358,3
fold_1,hist_gradient_boosting,local_hour,17,7336,32.569588819256886,1.0,6.868095731939812,18.605685177201707,0.9396236962473205,89.0536281687776,3
fold_1,latest_available,local_hour,17,7336,23.091603053435115,0.6889312977099237,10.83124318429662,28.78919262114753,0.8554446542793261,68.36800714164364,3
fold_1,previous_day_24h,local_hour,18,7336,35.08110687022901,0.7006543075245365,9.543484187568158,27.665352491200565,0.8851845353743386,62.81422687040789,3
fold_1,previous_week_168h,local_hour,18,7336,35.42052889858233,0.6946564885496184,8.74850054525627,23.988589503978833,0.9136748389717583,62.7736385815776,3
fold_1,zone_hour_average,local_hour,18,7336,33.682075204975966,0.9389312977099237,9.414733026374247,26.960482873948973,0.8909606373783787,81.40113771336932,3
fold_1,rolling_mean_24h,local_hour,18,7336,19.289360687022906,0.9205288985823337,17.19189612868048,46.476691129738114,0.6759601861448361,87.51416129551782,3
fold_1,hist_gradient_boosting,local_hour,18,7336,35.04415748432885,1.0,7.233689461267163,18.59296918983027,0.9481408408488858,89.20114262103978,3
fold_1,latest_available,local_hour,18,7336,24.511859323882224,0.6980643402399127,13.146264994547437,33.972631954549854,0.8268644065527302,70.81558571433636,3
fold_1,previous_day_24h,local_hour,19,7336,30.72396401308615,0.6653489640130862,10.060387131952018,29.798837099381302,0.8325653142690177,64.20045067020568,3
fold_1,previous_week_168h,local_hour,19,7336,31.048391494002182,0.6556706652126499,7.437431842966194,21.053920882218634,0.9164179974216831,62.90705223384353,3
fold_1,zone_hour_average,local_hour,19,7336,29.964942041277915,0.9427480916030534,9.619562583303043,27.332327388013255,0.8591359964803544,90.63805335468874,3
fold_1,rolling_mean_24h,local_hour,19,7336,19.28433978553253,0.9208015267175572,13.91120274445656,38.58857747423734,0.7192211846347187,90.39831481657168,3
fold_1,hist_gradient_boosting,local_hour,19,7336,30.39237349761743,1.0,6.412756575558461,17.333545905233706,0.9433471673987844,95.12513444937582,3
fold_1,latest_available,local_hour,19,7336,25.985550708833152,0.6911123227917121,11.489912758996729,31.017236738920047,0.8185934312562798,69.65221414856899,3
fold_1,previous_day_24h,local_hour,20,7336,27.587922573609596,0.6229552889858233,9.352371864776446,30.018081156067545,0.8153082047658472,65.83142627533749,3
fold_1,previous_week_168h,local_hour,20,7336,28.21264994547437,0.6142311886586695,6.790076335877862,20.844369305256393,0.9109448035420563,62.69567240090439,3
fold_1,zone_hour_average,local_hour,20,7336,27.49681933842239,0.9274809160305344,9.296740579183327,29.15148741737753,0.8258180349161258,93.8242425803599,3
fold_1,rolling_mean_24h,local_hour,20,7336,19.280619547437297,0.9205288985823337,11.8968159305707,37.60495523150363,0.7101509375881561,93.75462696958023,3
fold_1,hist_gradient_boosting,local_hour,20,7336,27.688643034920407,1.0,5.851257575142066,16.967278582627358,0.9409926475758981,104.68665253522474,3
fold_1,latest_available,local_hour,20,7336,27.232006543075244,0.6941112322791713,10.688931297709924,30.75629750836597,0.806112480585272,71.38709057354092,3
fold_1,previous_day_24h,local_hour,21,7336,28.078789531079607,0.6083696837513631,9.773854961832061,31.168022245356262,0.8148803606598368,65.21135524181861,3
fold_1,previous_week_168h,local_hour,21,7336,29.023582333696837,0.6064612868047983,7.614776444929117,23.67918760948414,0.8931517036186307,64.60109099439083,3
fold_1,zone_hour_average,local_hour,21,7336,27.700664404862877,0.9351145038167938,9.500459428894544,30.354199222826608,0.8244214065677585,96.84633070656162,3
fold_1,rolling_mean_24h,local_hour,21,7336,19.278137495456196,0.9206652126499455,12.854473373318793,41.06989202714391,0.6785739085048739,95.6918691590953,3
fold_1,hist_gradient_boosting,local_hour,21,7336,29.316703206265082,1.0,6.542196595080205,18.90930001349003,0.931862701623262,107.19436709261757,3
fold_1,latest_available,local_hour,21,7336,31.857960741548528,0.6995637949836423,12.51922028353326,35.48968663066577,0.759985027579789,72.52975291050845,3
fold_1,previous_day_24h,local_hour,22,7336,25.287077426390404,0.6094601962922573,10.400081788440566,32.76837227226958,0.7542498973471373,68.99494715337256,3
fold_1,previous_week_168h,local_hour,22,7336,26.34446564885496,0.6181842966194111,8.067611777535442,26.370928029692454,0.8408396823903723,63.66604698241421,3
fold_1,zone_hour_average,local_hour,22,7336,25.432357930449534,0.950381679389313,10.20304232804233,29.938527965545507,0.7948625956753826,101.13586047331194,3
fold_1,rolling_mean_24h,local_hour,22,7336,19.27960855143584,0.9210741548527808,12.22632111050527,37.11420801980967,0.6847432708910033,97.21005468544003,3
fold_1,hist_gradient_boosting,local_hour,22,7336,26.833403121502723,1.0,6.813797784786074,20.65065553590002,0.902399587064681,107.88082176599647,3
fold_1,latest_available,local_hour,22,7336,35.11641221374046,0.70092693565976,15.952971646673937,44.68955224218985,0.5429160446589045,75.79082905216566,3
fold_1,previous_day_24h,local_hour,23,7336,19.289258451472193,0.6120501635768811,10.071019629225736,34.45278128823699,0.6006348616811704,71.69114251706709,3
fold_1,previous_week_168h,local_hour,23,7336,19.92952562704471,0.6209105779716467,5.800708833151581,18.830508726204854,0.8806985606825152,64.67868443859678,3
fold_1,zone_hour_average,local_hour,23,7336,20.416949392140232,0.9389312977099237,10.51922028353326,31.20525553013923,0.6723749776883143,102.07325567309617,3
fold_1,rolling_mean_24h,local_hour,23,7336,19.280863776808435,0.9214830970556162,11.483665030897855,35.34363896760496,0.5797147955020665,99.2909556092546,3
fold_1,hist_gradient_boosting,local_hour,23,7336,20.026651331750173,1.0,5.04432188356729,14.82902789157643,0.9260144441252175,107.51120744937235,3
fold_1,latest_available,local_hour,23,7336,30.754089422028354,0.6669847328244275,16.209787350054526,46.70391990115008,0.2661146087702947,75.07794060860564,3
fold_1,previous_day_24h,weekend,0,125760,18.189472010178118,0.6243718193384223,6.254476781170483,22.157085244379903,0.8337396127123854,65.30460290135237,3
fold_1,previous_week_168h,weekend,0,125760,19.690314885496182,0.6351065521628498,5.035233778625954,15.834372789637781,0.9150887446975731,62.000006442876376,3
fold_1,zone_hour_average,weekend,0,125760,20.062301556703588,0.9397264631043257,6.303414863220842,19.72636472118037,0.8682175286270111,95.20942458738575,3
fold_1,rolling_mean_24h,weekend,0,125760,18.018674790606443,0.9207617684478372,11.835026704304497,34.364298788562074,0.6000750459052855,100.5756819337694,3
fold_1,hist_gradient_boosting,weekend,0,125760,19.779909350614673,0.9998966284987277,4.4353276636482315,12.616899151053051,0.9460900667511325,103.52897675867231,3
