zone_id,neighbor_id,shared_boundary_m,overlap_m2,qualifies
77,177,163.517535463418,0.008624916459568968,True
78,242,865.3206538612147,0.014784046312445913,True
79,232,0.0,0.0,False
79,148,798.6799726011525,0.0,True
79,114,332.32921854128034,0.0,True
79,224,437.9028454134185,0.0,True
79,113,537.5926879935014,0.0015724114456838372,True
79,107,708.8607915537661,0.0,True
79,234,0.0,0.0,False
80,217,292.6336980252884,0.0018725405393167029,True
80,256,1425.313464484174,0.00024514919999334134,True
80,255,729.6512258951223,0.0,True
80,112,1472.85809418166,0.004831156283576294,True
80,198,609.0206171635131,0.0,True
80,157,11.577038582982114,0.0,True
81,184,1442.3467195796215,0.023474411477419133,True
81,254,2003.4166639781643,0.0,True
81,259,1273.9862730370457,0.00039066303426320514,True
82,157,808.9382815646228,0.0,True
82,83,3484.002892817858,0.024840196194198236,True
82,160,1083.9310931437853,0.0,True
82,196,1004.0661221659805,0.0,True
82,173,489.68928786723563,0.0,True
82,129,1632.8220060187687,0.0,True
83,157,1130.2384706813166,0.0,True
83,260,2901.088947236226,0.0021106516326540262,True
83,129,235.98269822869943,0.0,True
84,204,2210.221238384664,0.017081974029567452,True
84,109,2708.072307092972,0.05945310130469383,True
84,99,107.93910013166999,0.0038556871746364516,True
84,118,0.0,0.0,False
85,89,1606.7331645936683,0.0002794649577954865,True
85,188,1535.044369739481,0.0,True
86,117,2011.9806478671776,0.01142828855840584,True
87,88,367.7606920960602,0.0,True
87,209,222.51272301242398,0.0,True
87,261,147.5599354721197,0.011622741241617733,True
88,261,233.9957077950798,0.0,True
89,178,454.4166977162091,0.0,True
89,165,2549.2043125105256,0.0,True
89,133,2161.7545580672127,0.0,True
89,257,0.0,0.01465719117466286,False
89,188,783.1761732001313,0.0,True
89,190,629.5778113031445,0.0015545007061941124,True
89,91,657.933015865383,0.0,True
90,113,0.0,0.0,False
90,234,629.8852411563076,0.0032019888127297023,True
90,249,548.6693606108023,0.0,True
90,186,548.9425374322944,0.0,True
91,149,0.0,0.0,False
91,165,1792.242702533962,0.0,True
91,155,4021.707247278801,0.010477151091181613,True
92,93,532.2480888426545,0.00134254169932353,True
92,253,1046.445077835265,0.0,True
92,192,1160.1364787602304,0.00458385033779815,True
92,171,2630.44716559887,0.0,True
92,252,496.8152565659066,0.0,True
93,134,111.18123438431864,0.008611493126958662,True
93,95,2208.482295935813,0.02149383942532772,True
93,173,372.76004240622905,0.0,True
93,253,993.0942483532792,0.008464601074325628,True
93,135,3347.191321577566,0.006575677319811118,True
93,192,334.8053877908074,0.0,True
93,138,45.279603296060316,0.0007516238072349937,True
94,169,1182.0631679868618,0.0,True
94,235,409.1016867722951,0.0,True
94,136,249.00310009631792,0.007809462675976236,True
95,96,583.4906826492146,0.022434805193327693,True
95,102,688.9653590172504,0.0,True
95,134,954.5500234680007,0.0,True
95,196,3628.4772062007696,0.00623672366698876,True
96,258,2316.496833492978,0.0,True
96,102,5461.276705169762,0.0038953615270412483,True
96,197,1241.155067403158,0.0,True
96,134,830.6433815576789,0.008032778089131214,True
96,198,47.726149866546656,0.007471406135238008,True
97,181,383.95582576939063,0.00275205781959829,True
97,189,443.3017241340483,0.0,True
98,191,0.0,0.0,False
98,131,2889.980575086486,0.006309408280458262,True
98,121,1379.4098497961809,0.0018404793909657321,True
98,175,1545.9193858507206,0.056683488241541444,True
98,192,0.0,0.0,False
99,204,56.54087819418396,0.0024879684958866175,True
99,109,0.0,0.0,False
99,118,3118.8505426796164,0.0109979424867419,True
100,186,550.0299302686519,0.0,True
100,164,640.4877197531362,0.0,True
100,161,0.0,0.0,False
100,230,273.37839421812424,0.0,True
102,198,2512.4528146091575,0.0,True
102,160,2165.704465016571,0.0002750922105445223,True
102,196,383.273911588556,0.0,True
106,181,1865.6944500059712,0.0,True
106,228,555.0374862418648,0.004771094181239607,True
106,195,0.0,0.0,False
107,224,523.0825149412735,0.0,True
107,113,0.0,0.0,False
107,234,959.2672011098513,0.0,True
107,137,852.1915301544374,0.0,True
107,170,310.46334427649896,0.0,True
107,164,0.0,0.0,False
108,123,877.4776129926654,0.014088633743810643,True
109,110,834.8833188946529,0.0,True
109,176,1718.4650846230452,0.03467004450014342,True
109,118,2145.7243044098755,0.02124432802584469,True
110,176,1872.7146660563467,0.013713794119188062,True
111,133,622.5774134686126,0.0007950632899236833,True
111,257,1607.8894557042097,0.0,True
111,227,526.3444083637559,0.0,True
111,228,790.2923930950274,0.024588717253745382,True
112,255,1583.342854136314,5.6508499760670606e-05,True
113,114,960.7845865120966,0.0,True
113,234,670.1940647770773,0.0,True
113,249,400.3712952250553,0.0,True
114,211,538.5698482692636,0.0,True
114,125,0.0,0.003135007272481228,False
114,144,381.0822505471111,0.0,True
114,249,559.017133938601,0.0,True
115,118,592.2646279408929,0.0,True
115,251,810.7460765671829,0.0,True
115,221,3706.99434892833,0.02056658645035192,True
115,245,1721.147748734773,0.0015191793263509556,True
116,152,1107.5943402685998,0.00023693564485628482,True
116,244,489.6346746777922,0.013201510969942957,True
116,120,0.0,0.0006879214491850432,False
117,201,725.1144980166912,0.004905630493071739,True
118,176,1208.9950664286125,0.010178970930017541,True
118,172,719.8046933455403,0.0255733963723951,True
118,214,1843.6207455821727,0.0009739053383166226,True
118,251,962.282331988309,0.0,True
119,247,1782.5051439216443,0.013604465669864367,True
119,235,816.3808417235134,0.005811702178260831,True
